ID,EMOTION_ID,MOTION_ID
499,1,gHO_sBM_cAll_d19_mHO2_ch06
500,9,gHO_sBM_cAll_d19_mHO2_ch06
501,5,gHO_sBM_cAll_d19_mHO2_ch06
502,1,gHO_sBM_cAll_d19_mHO2_ch07
503,9,gHO_sBM_cAll_d19_mHO2_ch07
504,5,gHO_sBM_cAll_d19_mHO2_ch07
505,1,gHO_sBM_cAll_d19_mHO2_ch08
506,9,gHO_sBM_cAll_d19_mHO2_ch08
507,5,gHO_sBM_cAll_d19_mHO2_ch08
508,1,gHO_sBM_cAll_d19_mHO2_ch09
509,9,gHO_sBM_cAll_d19_mHO2_ch09
510,5,gHO_sBM_cAll_d19_mHO2_ch09
511,1,gHO_sBM_cAll_d19_mHO2_ch10
512,9,gHO_sBM_cAll_d19_mHO2_ch10
513,5,gHO_sBM_cAll_d19_mHO2_ch10
514,1,gHO_sBM_cAll_d19_mHO3_ch01
515,9,gHO_sBM_cAll_d19_mHO3_ch01
516,5,gHO_sBM_cAll_d19_mHO3_ch01
517,1,gHO_sBM_cAll_d19_mHO3_ch02
518,9,gHO_sBM_cAll_d19_mHO3_ch02
519,5,gHO_sBM_cAll_d19_mHO3_ch02
520,1,gHO_sBM_cAll_d19_mHO3_ch03
521,9,gHO_sBM_cAll_d19_mHO3_ch03
522,5,gHO_sBM_cAll_d19_mHO3_ch03
523,1,gHO_sBM_cAll_d19_mHO3_ch04
524,9,gHO_sBM_cAll_d19_mHO3_ch04
525,5,gHO_sBM_cAll_d19_mHO3_ch04
526,1,gHO_sBM_cAll_d19_mHO3_ch05
527,9,gHO_sBM_cAll_d19_mHO3_ch05
528,5,gHO_sBM_cAll_d19_mHO3_ch05
529,1,gHO_sBM_cAll_d19_mHO3_ch06
530,9,gHO_sBM_cAll_d19_mHO3_ch06
531,5,gHO_sBM_cAll_d19_mHO3_ch06
532,1,gHO_sBM_cAll_d19_mHO3_ch07
533,9,gHO_sBM_cAll_d19_mHO3_ch07
534,5,gHO_sBM_cAll_d19_mHO3_ch07
535,1,gHO_sBM_cAll_d19_mHO3_ch08
536,9,gHO_sBM_cAll_d19_mHO3_ch08
537,5,gHO_sBM_cAll_d19_mHO3_ch08
538,1,gHO_sBM_cAll_d19_mHO3_ch09
539,9,gHO_sBM_cAll_d19_mHO3_ch09
540,5,gHO_sBM_cAll_d19_mHO3_ch09
541,1,gHO_sBM_cAll_d19_mHO3_ch10
542,9,gHO_sBM_cAll_d19_mHO3_ch10
543,5,gHO_sBM_cAll_d19_mHO3_ch10
544,1,gHO_sBM_cAll_d20_mHO0_ch01
545,9,gHO_sBM_cAll_d20_mHO0_ch01
546,5,gHO_sBM_cAll_d20_mHO0_ch01
547,1,gHO_sBM_cAll_d20_mHO0_ch02
548,9,gHO_sBM_cAll_d20_mHO0_ch02
549,5,gHO_sBM_cAll_d20_mHO0_ch02
550,1,gHO_sBM_cAll_d20_mHO0_ch03
551,9,gHO_sBM_cAll_d20_mHO0_ch03
552,5,gHO_sBM_cAll_d20_mHO0_ch03
553,1,gHO_sBM_cAll_d20_mHO0_ch04
554,9,gHO_sBM_cAll_d20_mHO0_ch04
555,5,gHO_sBM_cAll_d20_mHO0_ch04
556,1,gHO_sBM_cAll_d20_mHO0_ch05
557,9,gHO_sBM_cAll_d20_mHO0_ch05
558,5,gHO_sBM_cAll_d20_mHO0_ch05
559,1,gHO_sBM_cAll_d20_mHO0_ch06
560,9,gHO_sBM_cAll_d20_mHO0_ch06
561,5,gHO_sBM_cAll_d20_mHO0_ch06
562,1,gHO_sBM_cAll_d20_mHO0_ch07
563,9,gHO_sBM_cAll_d20_mHO0_ch07
564,5,gHO_sBM_cAll_d20_mHO0_ch07
565,1,gHO_sBM_cAll_d20_mHO0_ch08
566,9,gHO_sBM_cAll_d20_mHO0_ch08
567,5,gHO_sBM_cAll_d20_mHO0_ch08
568,1,gHO_sBM_cAll_d20_mHO0_ch09
569,9,gHO_sBM_cAll_d20_mHO0_ch09
570,5,gHO_sBM_cAll_d20_mHO0_ch09
571,1,gHO_sBM_cAll_d20_mHO0_ch10
572,9,gHO_sBM_cAll_d20_mHO0_ch10
573,5,gHO_sBM_cAll_d20_mHO0_ch10
574,1,gHO_sBM_cAll_d20_mHO1_ch01
575,9,gHO_sBM_cAll_d20_mHO1_ch01
576,5,gHO_sBM_cAll_d20_mHO1_ch01
577,1,gHO_sBM_cAll_d20_mHO1_ch02
578,9,gHO_sBM_cAll_d20_mHO1_ch02
579,5,gHO_sBM_cAll_d20_mHO1_ch02
580,1,gHO_sBM_cAll_d20_mHO1_ch03
581,9,gHO_sBM_cAll_d20_mHO1_ch03
582,5,gHO_sBM_cAll_d20_mHO1_ch03
583,1,gHO_sBM_cAll_d20_mHO1_ch04
584,9,gHO_sBM_cAll_d20_mHO1_ch04
585,5,gHO_sBM_cAll_d20_mHO1_ch04
586,1,gHO_sBM_cAll_d20_mHO1_ch05
587,9,gHO_sBM_cAll_d20_mHO1_ch05
588,5,gHO_sBM_cAll_d20_mHO1_ch05
589,1,gHO_sBM_cAll_d20_mHO1_ch06
590,9,gHO_sBM_cAll_d20_mHO1_ch06
591,5,gHO_sBM_cAll_d20_mHO1_ch06
592,1,gHO_sBM_cAll_d20_mHO1_ch07
593,9,gHO_sBM_cAll_d20_mHO1_ch07
594,5,gHO_sBM_cAll_d20_mHO1_ch07
595,1,gHO_sBM_cAll_d20_mHO1_ch08
596,9,gHO_sBM_cAll_d20_mHO1_ch08
597,5,gHO_sBM_cAll_d20_mHO1_ch08
598,1,gHO_sBM_cAll_d20_mHO1_ch09
599,9,gHO_sBM_cAll_d20_mHO1_ch09
600,5,gHO_sBM_cAll_d20_mHO1_ch09
601,1,gHO_sBM_cAll_d20_mHO1_ch10
602,9,gHO_sBM_cAll_d20_mHO1_ch10
603,5,gHO_sBM_cAll_d20_mHO1_ch10
604,1,gHO_sBM_cAll_d20_mHO4_ch01
605,9,gHO_sBM_cAll_d20_mHO4_ch01
606,5,gHO_sBM_cAll_d20_mHO4_ch01
607,1,gHO_sBM_cAll_d20_mHO4_ch02
608,9,gHO_sBM_cAll_d20_mHO4_ch02
609,5,gHO_sBM_cAll_d20_mHO4_ch02
610,1,gHO_sBM_cAll_d20_mHO4_ch03
611,9,gHO_sBM_cAll_d20_mHO4_ch03
612,5,gHO_sBM_cAll_d20_mHO4_ch03
613,1,gHO_sBM_cAll_d20_mHO4_ch04
614,9,gHO_sBM_cAll_d20_mHO4_ch04
615,5,gHO_sBM_cAll_d20_mHO4_ch04
616,1,gHO_sBM_cAll_d20_mHO4_ch05
617,9,gHO_sBM_cAll_d20_mHO4_ch05
618,5,gHO_sBM_cAll_d20_mHO4_ch05
619,1,gHO_sBM_cAll_d20_mHO4_ch06
620,9,gHO_sBM_cAll_d20_mHO4_ch06
621,5,gHO_sBM_cAll_d20_mHO4_ch06
622,1,gHO_sBM_cAll_d20_mHO4_ch07
623,9,gHO_sBM_cAll_d20_mHO4_ch07
624,5,gHO_sBM_cAll_d20_mHO4_ch07
625,1,gHO_sBM_cAll_d20_mHO4_ch08
626,9,gHO_sBM_cAll_d20_mHO4_ch08
627,5,gHO_sBM_cAll_d20_mHO4_ch08
628,1,gHO_sBM_cAll_d20_mHO4_ch09
629,9,gHO_sBM_cAll_d20_mHO4_ch09
630,5,gHO_sBM_cAll_d20_mHO4_ch09
631,1,gHO_sBM_cAll_d20_mHO4_ch10
632,9,gHO_sBM_cAll_d20_mHO4_ch10
633,5,gHO_sBM_cAll_d20_mHO4_ch10
634,1,gHO_sBM_cAll_d20_mHO5_ch01
635,9,gHO_sBM_cAll_d20_mHO5_ch01
636,5,gHO_sBM_cAll_d20_mHO5_ch01
637,1,gHO_sBM_cAll_d20_mHO5_ch02
638,9,gHO_sBM_cAll_d20_mHO5_ch02
639,5,gHO_sBM_cAll_d20_mHO5_ch02
640,1,gHO_sBM_cAll_d20_mHO5_ch03
641,9,gHO_sBM_cAll_d20_mHO5_ch03
642,5,gHO_sBM_cAll_d20_mHO5_ch03
643,1,gHO_sBM_cAll_d20_mHO5_ch04
644,9,gHO_sBM_cAll_d20_mHO5_ch04
645,5,gHO_sBM_cAll_d20_mHO5_ch04
646,1,gHO_sBM_cAll_d20_mHO5_ch05
647,9,gHO_sBM_cAll_d20_mHO5_ch05
648,5,gHO_sBM_cAll_d20_mHO5_ch05
649,1,gHO_sBM_cAll_d20_mHO5_ch06
650,9,gHO_sBM_cAll_d20_mHO5_ch06
651,5,gHO_sBM_cAll_d20_mHO5_ch06
652,1,gHO_sBM_cAll_d20_mHO5_ch07
653,9,gHO_sBM_cAll_d20_mHO5_ch07
654,5,gHO_sBM_cAll_d20_mHO5_ch07
655,1,gHO_sBM_cAll_d20_mHO5_ch08
656,9,gHO_sBM_cAll_d20_mHO5_ch08
657,5,gHO_sBM_cAll_d20_mHO5_ch08
658,1,gHO_sBM_cAll_d20_mHO5_ch09
659,9,gHO_sBM_cAll_d20_mHO5_ch09
660,5,gHO_sBM_cAll_d20_mHO5_ch09
661,1,gHO_sBM_cAll_d20_mHO5_ch10
662,9,gHO_sBM_cAll_d20_mHO5_ch10
663,5,gHO_sBM_cAll_d20_mHO5_ch10
664,1,gHO_sBM_cAll_d21_mHO2_ch01
665,9,gHO_sBM_cAll_d21_mHO2_ch01
666,5,gHO_sBM_cAll_d21_mHO2_ch01
667,1,gHO_sBM_cAll_d21_mHO2_ch02
668,9,gHO_sBM_cAll_d21_mHO2_ch02
669,5,gHO_sBM_cAll_d21_mHO2_ch02
670,1,gHO_sBM_cAll_d21_mHO2_ch03
671,9,gHO_sBM_cAll_d21_mHO2_ch03
672,5,gHO_sBM_cAll_d21_mHO2_ch03
673,1,gHO_sBM_cAll_d21_mHO2_ch04
674,9,gHO_sBM_cAll_d21_mHO2_ch04
675,5,gHO_sBM_cAll_d21_mHO2_ch04
676,1,gHO_sBM_cAll_d21_mHO2_ch05
677,9,gHO_sBM_cAll_d21_mHO2_ch05
678,5,gHO_sBM_cAll_d21_mHO2_ch05
679,1,gHO_sBM_cAll_d21_mHO2_ch06
680,9,gHO_sBM_cAll_d21_mHO2_ch06
681,5,gHO_sBM_cAll_d21_mHO2_ch06
682,1,gHO_sBM_cAll_d21_mHO2_ch07
683,9,gHO_sBM_cAll_d21_mHO2_ch07
684,5,gHO_sBM_cAll_d21_mHO2_ch07
685,1,gHO_sBM_cAll_d21_mHO2_ch08
686,9,gHO_sBM_cAll_d21_mHO2_ch08
687,5,gHO_sBM_cAll_d21_mHO2_ch08
688,1,gHO_sBM_cAll_d21_mHO2_ch09
689,9,gHO_sBM_cAll_d21_mHO2_ch09
690,5,gHO_sBM_cAll_d21_mHO2_ch09
691,1,gHO_sBM_cAll_d21_mHO2_ch10
692,9,gHO_sBM_cAll_d21_mHO2_ch10
693,5,gHO_sBM_cAll_d21_mHO2_ch10
694,1,gHO_sBM_cAll_d21_mHO3_ch01
695,9,gHO_sBM_cAll_d21_mHO3_ch01
696,5,gHO_sBM_cAll_d21_mHO3_ch01
697,1,gHO_sBM_cAll_d21_mHO3_ch02
698,9,gHO_sBM_cAll_d21_mHO3_ch02
699,5,gHO_sBM_cAll_d21_mHO3_ch02
700,1,gHO_sBM_cAll_d21_mHO3_ch03
701,9,gHO_sBM_cAll_d21_mHO3_ch03
702,5,gHO_sBM_cAll_d21_mHO3_ch03
703,1,gHO_sBM_cAll_d21_mHO3_ch04
704,9,gHO_sBM_cAll_d21_mHO3_ch04
705,5,gHO_sBM_cAll_d21_mHO3_ch04
706,1,gHO_sBM_cAll_d21_mHO3_ch05
707,9,gHO_sBM_cAll_d21_mHO3_ch05
708,5,gHO_sBM_cAll_d21_mHO3_ch05
709,1,gHO_sBM_cAll_d21_mHO3_ch06
710,9,gHO_sBM_cAll_d21_mHO3_ch06
711,5,gHO_sBM_cAll_d21_mHO3_ch06
712,1,gHO_sBM_cAll_d21_mHO3_ch07
713,9,gHO_sBM_cAll_d21_mHO3_ch07
714,5,gHO_sBM_cAll_d21_mHO3_ch07
715,1,gHO_sBM_cAll_d21_mHO3_ch08
716,9,gHO_sBM_cAll_d21_mHO3_ch08
717,5,gHO_sBM_cAll_d21_mHO3_ch08
718,1,gHO_sBM_cAll_d21_mHO3_ch09
719,9,gHO_sBM_cAll_d21_mHO3_ch09
720,5,gHO_sBM_cAll_d21_mHO3_ch09
721,1,gHO_sBM_cAll_d21_mHO3_ch10
722,9,gHO_sBM_cAll_d21_mHO3_ch10
723,5,gHO_sBM_cAll_d21_mHO3_ch10
724,1,gHO_sBM_cAll_d21_mHO4_ch01
725,9,gHO_sBM_cAll_d21_mHO4_ch01
726,5,gHO_sBM_cAll_d21_mHO4_ch01
727,1,gHO_sBM_cAll_d21_mHO4_ch02
728,9,gHO_sBM_cAll_d21_mHO4_ch02
729,5,gHO_sBM_cAll_d21_mHO4_ch02
730,1,gHO_sBM_cAll_d21_mHO4_ch03
731,9,gHO_sBM_cAll_d21_mHO4_ch03
732,5,gHO_sBM_cAll_d21_mHO4_ch03
733,1,gHO_sBM_cAll_d21_mHO4_ch04
734,9,gHO_sBM_cAll_d21_mHO4_ch04
735,5,gHO_sBM_cAll_d21_mHO4_ch04
736,1,gHO_sBM_cAll_d21_mHO4_ch05
737,9,gHO_sBM_cAll_d21_mHO4_ch05
738,5,gHO_sBM_cAll_d21_mHO4_ch05
739,1,gHO_sBM_cAll_d21_mHO4_ch06
740,9,gHO_sBM_cAll_d21_mHO4_ch06
741,5,gHO_sBM_cAll_d21_mHO4_ch06
742,1,gHO_sBM_cAll_d21_mHO4_ch07
743,9,gHO_sBM_cAll_d21_mHO4_ch07
744,5,gHO_sBM_cAll_d21_mHO4_ch07
745,1,gHO_sBM_cAll_d21_mHO4_ch08
746,9,gHO_sBM_cAll_d21_mHO4_ch08
747,5,gHO_sBM_cAll_d21_mHO4_ch08
748,1,gHO_sBM_cAll_d21_mHO4_ch09
749,9,gHO_sBM_cAll_d21_mHO4_ch09
750,5,gHO_sBM_cAll_d21_mHO4_ch09
751,1,gHO_sBM_cAll_d21_mHO4_ch10
752,9,gHO_sBM_cAll_d21_mHO4_ch10
753,5,gHO_sBM_cAll_d21_mHO4_ch10
754,1,gHO_sBM_cAll_d21_mHO5_ch01
755,9,gHO_sBM_cAll_d21_mHO5_ch01
756,5,gHO_sBM_cAll_d21_mHO5_ch01
757,1,gHO_sBM_cAll_d21_mHO5_ch02
758,9,gHO_sBM_cAll_d21_mHO5_ch02
759,5,gHO_sBM_cAll_d21_mHO5_ch02
760,1,gHO_sBM_cAll_d21_mHO5_ch03
761,9,gHO_sBM_cAll_d21_mHO5_ch03
762,5,gHO_sBM_cAll_d21_mHO5_ch03
763,1,gHO_sBM_cAll_d21_mHO5_ch04
764,9,gHO_sBM_cAll_d21_mHO5_ch04
765,5,gHO_sBM_cAll_d21_mHO5_ch04
766,1,gHO_sBM_cAll_d21_mHO5_ch05
767,9,gHO_sBM_cAll_d21_mHO5_ch05
768,5,gHO_sBM_cAll_d21_mHO5_ch05
769,1,gHO_sBM_cAll_d21_mHO5_ch06
770,9,gHO_sBM_cAll_d21_mHO5_ch06
771,5,gHO_sBM_cAll_d21_mHO5_ch06
772,1,gHO_sBM_cAll_d21_mHO5_ch07
773,9,gHO_sBM_cAll_d21_mHO5_ch07
774,5,gHO_sBM_cAll_d21_mHO5_ch07
775,1,gHO_sBM_cAll_d21_mHO5_ch08
776,9,gHO_sBM_cAll_d21_mHO5_ch08
777,5,gHO_sBM_cAll_d21_mHO5_ch08
778,1,gHO_sBM_cAll_d21_mHO5_ch09
779,9,gHO_sBM_cAll_d21_mHO5_ch09
780,5,gHO_sBM_cAll_d21_mHO5_ch09
781,1,gHO_sBM_cAll_d21_mHO5_ch10
782,9,gHO_sBM_cAll_d21_mHO5_ch10
783,5,gHO_sBM_cAll_d21_mHO5_ch10
784,1,gHO_sFM_cAll_d19_mHO0_ch01
785,9,gHO_sFM_cAll_d19_mHO0_ch01
786,5,gHO_sFM_cAll_d19_mHO0_ch01
787,1,gHO_sFM_cAll_d19_mHO1_ch02
788,9,gHO_sFM_cAll_d19_mHO1_ch02
789,5,gHO_sFM_cAll_d19_mHO1_ch02
790,1,gHO_sFM_cAll_d19_mHO2_ch03
791,9,gHO_sFM_cAll_d19_mHO2_ch03
792,5,gHO_sFM_cAll_d19_mHO2_ch03
793,1,gHO_sFM_cAll_d19_mHO2_ch07
794,9,gHO_sFM_cAll_d19_mHO2_ch07
795,5,gHO_sFM_cAll_d19_mHO2_ch07
796,1,gHO_sFM_cAll_d19_mHO3_ch04
797,9,gHO_sFM_cAll_d19_mHO3_ch04
798,5,gHO_sFM_cAll_d19_mHO3_ch04
799,1,gHO_sFM_cAll_d19_mHO4_ch05
800,9,gHO_sFM_cAll_d19_mHO4_ch05
801,5,gHO_sFM_cAll_d19_mHO4_ch05
802,1,gHO_sFM_cAll_d19_mHO5_ch06
803,9,gHO_sFM_cAll_d19_mHO5_ch06
804,5,gHO_sFM_cAll_d19_mHO5_ch06
805,1,gHO_sFM_cAll_d20_mHO0_ch08
806,9,gHO_sFM_cAll_d20_mHO0_ch08
807,5,gHO_sFM_cAll_d20_mHO0_ch08
808,1,gHO_sFM_cAll_d20_mHO1_ch09
809,9,gHO_sFM_cAll_d20_mHO1_ch09
810,5,gHO_sFM_cAll_d20_mHO1_ch09
811,1,gHO_sFM_cAll_d20_mHO2_ch10
812,9,gHO_sFM_cAll_d20_mHO2_ch10
813,5,gHO_sFM_cAll_d20_mHO2_ch10
814,1,gHO_sFM_cAll_d20_mHO3_ch11
815,9,gHO_sFM_cAll_d20_mHO3_ch11
816,5,gHO_sFM_cAll_d20_mHO3_ch11
817,1,gHO_sFM_cAll_d20_mHO3_ch14
818,9,gHO_sFM_cAll_d20_mHO3_ch14
819,5,gHO_sFM_cAll_d20_mHO3_ch14
820,1,gHO_sFM_cAll_d20_mHO4_ch12
821,9,gHO_sFM_cAll_d20_mHO4_ch12
822,5,gHO_sFM_cAll_d20_mHO4_ch12
823,1,gHO_sFM_cAll_d20_mHO5_ch13
824,9,gHO_sFM_cAll_d20_mHO5_ch13
825,5,gHO_sFM_cAll_d20_mHO5_ch13
826,1,gHO_sFM_cAll_d21_mHO0_ch15
827,9,gHO_sFM_cAll_d21_mHO0_ch15
828,5,gHO_sFM_cAll_d21_mHO0_ch15
829,1,gHO_sFM_cAll_d21_mHO1_ch16
830,9,gHO_sFM_cAll_d21_mHO1_ch16
831,5,gHO_sFM_cAll_d21_mHO1_ch16
832,1,gHO_sFM_cAll_d21_mHO2_ch17
833,9,gHO_sFM_cAll_d21_mHO2_ch17
834,5,gHO_sFM_cAll_d21_mHO2_ch17
835,1,gHO_sFM_cAll_d21_mHO3_ch18
836,9,gHO_sFM_cAll_d21_mHO3_ch18
837,5,gHO_sFM_cAll_d21_mHO3_ch18
838,1,gHO_sFM_cAll_d21_mHO3_ch21
839,9,gHO_sFM_cAll_d21_mHO3_ch21
840,5,gHO_sFM_cAll_d21_mHO3_ch21
841,1,gHO_sFM_cAll_d21_mHO4_ch19
842,9,gHO_sFM_cAll_d21_mHO4_ch19
843,5,gHO_sFM_cAll_d21_mHO4_ch19
844,1,gHO_sFM_cAll_d21_mHO5_ch20
845,9,gHO_sFM_cAll_d21_mHO5_ch20
846,5,gHO_sFM_cAll_d21_mHO5_ch20
847,8,gJB_sBM_cAll_d07_mJB0_ch01
848,7,gJB_sBM_cAll_d07_mJB0_ch01
849,2,gJB_sBM_cAll_d07_mJB0_ch01
850,8,gJB_sBM_cAll_d07_mJB0_ch02
851,7,gJB_sBM_cAll_d07_mJB0_ch02
852,2,gJB_sBM_cAll_d07_mJB0_ch02
853,8,gJB_sBM_cAll_d07_mJB0_ch03
854,7,gJB_sBM_cAll_d07_mJB0_ch03
855,2,gJB_sBM_cAll_d07_mJB0_ch03
856,8,gJB_sBM_cAll_d07_mJB0_ch04
857,7,gJB_sBM_cAll_d07_mJB0_ch04
858,2,gJB_sBM_cAll_d07_mJB0_ch04
859,8,gJB_sBM_cAll_d07_mJB0_ch05
860,7,gJB_sBM_cAll_d07_mJB0_ch05
861,2,gJB_sBM_cAll_d07_mJB0_ch05
862,8,gJB_sBM_cAll_d07_mJB0_ch06
863,7,gJB_sBM_cAll_d07_mJB0_ch06
864,2,gJB_sBM_cAll_d07_mJB0_ch06
865,8,gJB_sBM_cAll_d07_mJB0_ch07
866,7,gJB_sBM_cAll_d07_mJB0_ch07
867,2,gJB_sBM_cAll_d07_mJB0_ch07
868,8,gJB_sBM_cAll_d07_mJB0_ch08
869,7,gJB_sBM_cAll_d07_mJB0_ch08
870,2,gJB_sBM_cAll_d07_mJB0_ch08
871,8,gJB_sBM_cAll_d07_mJB0_ch09
872,7,gJB_sBM_cAll_d07_mJB0_ch09
873,2,gJB_sBM_cAll_d07_mJB0_ch09
874,8,gJB_sBM_cAll_d07_mJB0_ch10
875,7,gJB_sBM_cAll_d07_mJB0_ch10
876,2,gJB_sBM_cAll_d07_mJB0_ch10
877,8,gJB_sBM_cAll_d07_mJB1_ch01
878,7,gJB_sBM_cAll_d07_mJB1_ch01
879,2,gJB_sBM_cAll_d07_mJB1_ch01
880,8,gJB_sBM_cAll_d07_mJB1_ch02
881,7,gJB_sBM_cAll_d07_mJB1_ch02
882,2,gJB_sBM_cAll_d07_mJB1_ch02
883,8,gJB_sBM_cAll_d07_mJB1_ch03
884,7,gJB_sBM_cAll_d07_mJB1_ch03
885,2,gJB_sBM_cAll_d07_mJB1_ch03
886,8,gJB_sBM_cAll_d07_mJB1_ch04
887,7,gJB_sBM_cAll_d07_mJB1_ch04
888,2,gJB_sBM_cAll_d07_mJB1_ch04
889,8,gJB_sBM_cAll_d07_mJB1_ch05
890,7,gJB_sBM_cAll_d07_mJB1_ch05
891,2,gJB_sBM_cAll_d07_mJB1_ch05
892,8,gJB_sBM_cAll_d07_mJB1_ch06
893,7,gJB_sBM_cAll_d07_mJB1_ch06
894,2,gJB_sBM_cAll_d07_mJB1_ch06
895,8,gJB_sBM_cAll_d07_mJB1_ch07
896,7,gJB_sBM_cAll_d07_mJB1_ch07
897,2,gJB_sBM_cAll_d07_mJB1_ch07
898,8,gJB_sBM_cAll_d07_mJB1_ch08
899,7,gJB_sBM_cAll_d07_mJB1_ch08
900,2,gJB_sBM_cAll_d07_mJB1_ch08
901,8,gJB_sBM_cAll_d07_mJB1_ch09
902,7,gJB_sBM_cAll_d07_mJB1_ch09
903,2,gJB_sBM_cAll_d07_mJB1_ch09
904,8,gJB_sBM_cAll_d07_mJB1_ch10
905,7,gJB_sBM_cAll_d07_mJB1_ch10
906,2,gJB_sBM_cAll_d07_mJB1_ch10
907,8,gJB_sBM_cAll_d07_mJB2_ch01
908,7,gJB_sBM_cAll_d07_mJB2_ch01
909,2,gJB_sBM_cAll_d07_mJB2_ch01
910,8,gJB_sBM_cAll_d07_mJB2_ch02
911,7,gJB_sBM_cAll_d07_mJB2_ch02
912,2,gJB_sBM_cAll_d07_mJB2_ch02
913,8,gJB_sBM_cAll_d07_mJB2_ch03
914,7,gJB_sBM_cAll_d07_mJB2_ch03
915,2,gJB_sBM_cAll_d07_mJB2_ch03
916,8,gJB_sBM_cAll_d07_mJB2_ch04
917,7,gJB_sBM_cAll_d07_mJB2_ch04
918,2,gJB_sBM_cAll_d07_mJB2_ch04
919,8,gJB_sBM_cAll_d07_mJB2_ch05
920,7,gJB_sBM_cAll_d07_mJB2_ch05
921,2,gJB_sBM_cAll_d07_mJB2_ch05
922,8,gJB_sBM_cAll_d07_mJB2_ch06
923,7,gJB_sBM_cAll_d07_mJB2_ch06
924,2,gJB_sBM_cAll_d07_mJB2_ch06
925,8,gJB_sBM_cAll_d07_mJB2_ch07
926,7,gJB_sBM_cAll_d07_mJB2_ch07
927,2,gJB_sBM_cAll_d07_mJB2_ch07
928,8,gJB_sBM_cAll_d07_mJB2_ch08
929,7,gJB_sBM_cAll_d07_mJB2_ch08
930,2,gJB_sBM_cAll_d07_mJB2_ch08
931,8,gJB_sBM_cAll_d07_mJB2_ch09
932,7,gJB_sBM_cAll_d07_mJB2_ch09
933,2,gJB_sBM_cAll_d07_mJB2_ch09
934,8,gJB_sBM_cAll_d07_mJB2_ch10
935,7,gJB_sBM_cAll_d07_mJB2_ch10
936,2,gJB_sBM_cAll_d07_mJB2_ch10
937,8,gJB_sBM_cAll_d07_mJB3_ch01
938,7,gJB_sBM_cAll_d07_mJB3_ch01
939,2,gJB_sBM_cAll_d07_mJB3_ch01
940,8,gJB_sBM_cAll_d07_mJB3_ch02
941,7,gJB_sBM_cAll_d07_mJB3_ch02
942,2,gJB_sBM_cAll_d07_mJB3_ch02
943,8,gJB_sBM_cAll_d07_mJB3_ch03
944,7,gJB_sBM_cAll_d07_mJB3_ch03
945,2,gJB_sBM_cAll_d07_mJB3_ch03
946,8,gJB_sBM_cAll_d07_mJB3_ch04
947,7,gJB_sBM_cAll_d07_mJB3_ch04
948,2,gJB_sBM_cAll_d07_mJB3_ch04
949,8,gJB_sBM_cAll_d07_mJB3_ch05
950,7,gJB_sBM_cAll_d07_mJB3_ch05
951,2,gJB_sBM_cAll_d07_mJB3_ch05
952,8,gJB_sBM_cAll_d07_mJB3_ch06
953,7,gJB_sBM_cAll_d07_mJB3_ch06
954,2,gJB_sBM_cAll_d07_mJB3_ch06
955,8,gJB_sBM_cAll_d07_mJB3_ch07
956,7,gJB_sBM_cAll_d07_mJB3_ch07
957,2,gJB_sBM_cAll_d07_mJB3_ch07
958,8,gJB_sBM_cAll_d07_mJB3_ch08
959,7,gJB_sBM_cAll_d07_mJB3_ch08
960,2,gJB_sBM_cAll_d07_mJB3_ch08
961,8,gJB_sBM_cAll_d07_mJB3_ch09
962,7,gJB_sBM_cAll_d07_mJB3_ch09
963,2,gJB_sBM_cAll_d07_mJB3_ch09
964,8,gJB_sBM_cAll_d07_mJB3_ch10
965,7,gJB_sBM_cAll_d07_mJB3_ch10
966,2,gJB_sBM_cAll_d07_mJB3_ch10
967,8,gJB_sBM_cAll_d08_mJB0_ch01
968,7,gJB_sBM_cAll_d08_mJB0_ch01
969,2,gJB_sBM_cAll_d08_mJB0_ch01
970,8,gJB_sBM_cAll_d08_mJB0_ch02
971,7,gJB_sBM_cAll_d08_mJB0_ch02
972,2,gJB_sBM_cAll_d08_mJB0_ch02
973,8,gJB_sBM_cAll_d08_mJB0_ch03
974,7,gJB_sBM_cAll_d08_mJB0_ch03
975,2,gJB_sBM_cAll_d08_mJB0_ch03
976,8,gJB_sBM_cAll_d08_mJB0_ch04
977,7,gJB_sBM_cAll_d08_mJB0_ch04
978,2,gJB_sBM_cAll_d08_mJB0_ch04
979,8,gJB_sBM_cAll_d08_mJB0_ch05
980,7,gJB_sBM_cAll_d08_mJB0_ch05
981,2,gJB_sBM_cAll_d08_mJB0_ch05
982,8,gJB_sBM_cAll_d08_mJB0_ch06
983,7,gJB_sBM_cAll_d08_mJB0_ch06
984,2,gJB_sBM_cAll_d08_mJB0_ch06
985,8,gJB_sBM_cAll_d08_mJB0_ch07
986,7,gJB_sBM_cAll_d08_mJB0_ch07
987,2,gJB_sBM_cAll_d08_mJB0_ch07
988,8,gJB_sBM_cAll_d08_mJB0_ch08
989,7,gJB_sBM_cAll_d08_mJB0_ch08
990,2,gJB_sBM_cAll_d08_mJB0_ch08
991,8,gJB_sBM_cAll_d08_mJB0_ch09
992,7,gJB_sBM_cAll_d08_mJB0_ch09
993,2,gJB_sBM_cAll_d08_mJB0_ch09
994,8,gJB_sBM_cAll_d08_mJB0_ch10
995,7,gJB_sBM_cAll_d08_mJB0_ch10
996,2,gJB_sBM_cAll_d08_mJB0_ch10
997,8,gJB_sBM_cAll_d08_mJB1_ch01
